Campaign Name,Mediaplan,Campaign Mp Label,Datasource_y
MCMPR_2020_PAN_KELLOGGS_PRINGLES_SEASONAL_SNACKEAYGANA_SIZMEK_EVENINGME_CPCV-XAXIS-VIDEO,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_PAN_KELLOGGS_PRINGLES_SEASONAL_SNACKEAYGANA_SIZMEK_EVENINGME_CPCV-XAXIS-VIDEO,Sizmek Sas
MCMPR_2020_PAN_KELLOGGS_PRINGLES_SEASONAL_SNACKEAYGANA_SIZMEK_EVENINGME_CPV-ADMAZING,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_PAN_KELLOGGS_PRINGLES_SEASONAL_SNACKEAYGANA_SIZMEK_EVENINGME_CPV-ADMAZING,Other Channels
MCMPR_2020_PAN_KELLOGGS_PRINGLES_SEASONAL_WAVY_SIZMEK_EVENINGME_CPCV-XAXIS-VIDEO,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_PAN_Kelloggs_Pringles_Seasonal_Wavy_Sizmek_Evening Me_CPCV-Xaxis - Video,Sizmek Sas
MCMPR_2020_PAN_KELLOGGS_ZUCARITAS_SEASONAL_RECREATE_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_PAN_Kelloggs_Zucaritas_Seasonal_Recreate_Sizmek_Family breakfast_CPV-Xaxis-Video,Sizmek Sas
MCMPR_2020_PRI_KELLOGGS_CHEEZIT_SEASONAL_GALLETAOSNACK_SIZMEK_MID-MORNINGSNACK_CPCV-ADMAZING,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_PRI_KELLOGGS_CHEEZIT_SEASONAL_GALLETAOSNACK_SIZMEK_MID-MORNINGSNACK_CPCV-ADMAZING,Other Channels
MCMPR_2020_PRI_KELLOGGS_PRINGLES_SEASONAL_CAEMEJOR_SIZMEK_EVENINGME_CPCV-ADMAZING,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_PRI_KELLOGGS_PRINGLES_SEASONAL_CAEMEJOR_SIZMEK_EVENINGME_CPCV-ADMAZING,Other Channels
MCMPR_2020_SLV_KELLOGGS_CHOCOKRISPIS_SEASONAL_REFORMULACION_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_SLV_Kelloggs_Choco Krispis_Seasonal_Reformulacion_Sizmek_Family breakfast_CPV-Xaxis - Video,Sizmek Sas
MCMPR_2020_SLV_KELLOGGS_CHOCOKRISPIS_SEASONAL_REFORMULACION_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_SLV_KELLOGGS_CHOCOKRISPIS_SEASONAL_REFORMULACION_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO,Sizmek Sas
MCMPR_2020_SLV_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-DISPLAY,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_SLV_Kelloggs_Masterbrand_Seasonal_DespiertaMuchoMas_Sizmek_Breakfast for One_CPM-Xaxis - Display,Sizmek Sas
MCMPR_2021_GTM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SIZMEK_AFTERNOONSNACK_CPM-XAXIS-DISPLAY,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMPR_2021_GTM_Kelloggs_Pringles_Seasonal_Veranox2_Sizmek_Afternoon Snack_CPM-Xaxis - Display,Sizmek Sas
MCMPR_2021_CRI_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SIZMEK_AFTERNOONSNACK_CPM-XAXIS-DISPLAY,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMPR_2021_CRI_Kelloggs_Pringles_Seasonal_Veranox2_Sizmek_Afternoon Snack_CPM-Xaxis - Display,Sizmek Sas
MCMPR_2021_PAN_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SIZMEK_AFTERNOONSNACK_CPM-XAXIS-DISPLAY,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMPR_2021_PAN_Kelloggs_Pringles_Seasonal_Veranox2_Sizmek_Afternoon Snack_CPM-Xaxis - Display,Sizmek Sas
MCMPR_2021_DOM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SIZMEK_AFTERNOONSNACK_CPM-XAXIS-DISPLAY,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMPR_2021_DOM_Kelloggs_Pringles_Seasonal_Veranox2_Sizmek_Afternoon Snack_CPM-Xaxis - Display,Sizmek Sas
MCMPR_2021_GTM_KELLOGGS_SPECIALK_SEASONAL_ALIMENTAMOSLOQUEERES_SIZMEK_BREAKFASTFORONE_CPCV-XAXIS-VIDEO,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMPR_2021_GTM_Kelloggs_Special K_Seasonal_Alimentamos lo que eres_Sizmek_Breakfast for One_CPCV-Xaxis - Video,Sizmek Sas
MCMPR_2021_CRI_KELLOGGS_SPECIALK_SEASONAL_ALIMENTAMOSLOQUEERES_SIZMEK_BREAKFASTFORONE_CPCV-XAXIS-VIDEO,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMPR_2021_CRI_Kelloggs_Special K_Seasonal_Alimentamos lo que eres_Sizmek_Breakfast for One_CPCV-Xaxis - Video,Sizmek Sas
MCMMIA_2021_GTM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_AFTERNOONSNACK,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMMIA_2021_GTM_Kelloggs_Pringles_Seasonal_Veranox2_Facebook_Facebook and Instagram_Reach_CPM_Afternoon Snack,Facebook Ads Insights
MCMMIA_2021_GTM_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_VERANOX2_AFFINITYAUDIENCES_CPC_AFTERNOONSNACK,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMMIA_2021_GTM_Kelloggs_Pringles_Seasonal_Google_Youtube_Veranox2_Affinity Audiences_CPC_Afternoon Snack,Google Adwords
MCMMIA_2021_GTM_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_VERANOX2_AFFINITYAUDIENCES_CPM_AFTERNOONSNACK,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMMIA_2021_GTM_Kelloggs_Pringles_Seasonal_Google_Youtube_Veranox2_Affinity Audiences_CPM_Afternoon Snack,Google Adwords
MCMPR_2021_GTM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SIZMEK_AFTERNOONSNACK_CPCV-ADMAZING,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMPR_2021_GTM_Kelloggs_Pringles_Seasonal_Veranox2_Sizmek_Afternoon Snack_CPCV-Admazing,Other Channels
MCMMIA_2021_CRI_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_AFTERNOONSNACK,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMMIA_2021_CRI_Kelloggs_Pringles_Seasonal_Veranox2_Facebook_Facebook and Instagram_Reach_CPM_Afternoon Snack,Facebook Ads Insights
MCMMIA_2021_CRI_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_VERANOX2_AFFINITYAUDIENCES_CPC_AFTERNOONSNACK,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMMIA_2021_CRI_Kelloggs_Pringles_Seasonal_Google_Youtube_Veranox2_Affinity Audiences_CPC_Afternoon Snack,Google Adwords
MCMMIA_2021_CRI_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_VERANOX2_AFFINITYAUDIENCES_CPM_AFTERNOONSNACK,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMMIA_2021_CRI_Kelloggs_Pringles_Seasonal_Google_Youtube_Veranox2_Affinity Audiences_CPM_Afternoon Snack,Google Adwords
MCMPR_2021_CRI_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SIZMEK_AFTERNOONSNACK_CPCV-ADMAZING,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMPR_2021_CRI_Kelloggs_Pringles_Seasonal_Veranox2_Sizmek_Afternoon Snack_CPCV-Admazing,Other Channels
MCMMIA_2021_PAN_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_AFTERNOONSNACK,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMMIA_2021_PAN_Kelloggs_Pringles_Seasonal_Veranox2_Facebook_Facebook and Instagram_Reach_CPM_Afternoon Snack,Facebook Ads Insights
MCMMIA_2021_PAN_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_VERANOX2_AFFINITYAUDIENCES_CPC_AFTERNOONSNACK,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMMIA_2021_PAN_Kelloggs_Pringles_Seasonal_Google_Youtube_Veranox2_Affinity Audiences_CPC_Afternoon Snack,Google Adwords
MCMMIA_2021_PAN_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_VERANOX2_AFFINITYAUDIENCES_CPM_AFTERNOONSNACK,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMMIA_2021_PAN_Kelloggs_Pringles_Seasonal_Google_Youtube_Veranox2_Affinity Audiences_CPM_Afternoon Snack,Google Adwords
MCMPR_2021_PAN_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SIZMEK_AFTERNOONSNACK_CPCV-ADMAZING,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMPR_2021_PAN_Kelloggs_Pringles_Seasonal_Veranox2_Sizmek_Afternoon Snack_CPCV-Admazing,Other Channels
MCMMIA_2021_DOM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_AFTERNOONSNACK,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMMIA_2021_DOM_Kelloggs_Pringles_Seasonal_Veranox2_Facebook_Facebook and Instagram_Reach_CPM_Afternoon Snack,Facebook Ads Insights
MCMMIA_2021_DOM_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_VERANOX2_AFFINITYAUDIENCES_CPC_AFTERNOONSNACK,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMMIA_2021_DOM_Kelloggs_Pringles_Seasonal_Google_Youtube_Veranox2_Affinity Audiences_CPC_Afternoon Snack,Google Adwords
MCMMIA_2021_DOM_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_VERANOX2_AFFINITYAUDIENCES_CPM_AFTERNOONSNACK,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMMIA_2021_DOM_Kelloggs_Pringles_Seasonal_Google_Youtube_Veranox2_Affinity Audiences_CPM_Afternoon Snack,Google Adwords
MCMPR_2021_DOM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SIZMEK_AFTERNOONSNACK_CPCV-ADMAZING,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMPR_2021_DOM_Kelloggs_Pringles_Seasonal_Veranox2_Sizmek_Afternoon Snack_CPCV-Admazing,Other Channels
MCMMIA_2021_SLV_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_AFTERNOONSNACK,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMMIA_2021_SLV_Kelloggs_Pringles_Seasonal_Veranox2_Facebook_Facebook and Instagram_Reach_CPM_Afternoon Snack,Facebook Ads Insights
MCMMIA_2021_HND_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_AFTERNOONSNACK,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMMIA_2021_HND_Kelloggs_Pringles_Seasonal_Veranox2_Facebook_Facebook and Instagram_Reach_CPM_Afternoon Snack,Facebook Ads Insights
MCMMIA_2021_NIC_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_AFTERNOONSNACK,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMMIA_2021_NIC_Kelloggs_Pringles_Seasonal_Veranox2_Facebook_Facebook and Instagram_Reach_CPM_Afternoon Snack,Facebook Ads Insights
MCMMIA_2021_PRI_KELLOGGS_PRINGLES_SEASONAL_MEGHAN_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_AFTERNOONSNACK,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMMIA_2021_PRI_Kelloggs_Pringles_Seasonal_Meghan_Facebook_Facebook and Instagram_Reach_CPM_Afternoon Snack,Facebook Ads Insights
MCMMIA_2021_PRI_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_MEGHAN_AFFINITYAUDIENCES_CPV_AFTERNOONSNACK,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMMIA_2021_PRI_Kelloggs_Pringles_Seasonal_Google_Youtube_Meghan_Affinity Audiences_CPV_Afternoon Snack,Google Adwords
MCMPR_2021_PRI_KELLOGGS_PRINGLES_SEASONAL_MEGHAN_SIZMEK_AFTERNOONSNACK_CPCV-XAXIS-VIDEO,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMPR_2021_PRI_Kelloggs_Pringles_Seasonal_Meghan_Sizmek_Afternoon Snack_CPCV-Xaxis - Video,Sizmek Sas
MCMPR_2021_PRI_KELLOGGS_PRINGLES_SEASONAL_MEGHAN_SIZMEK_AFTERNOONSNACK_CPCV-ADMAZING,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMPR_2021_PRI_Kelloggs_Pringles_Seasonal_Meghan_Sizmek_Afternoon Snack_CPCV-Admazing,Other Channels
MCMPR_2021_PRI_KELLOGGS_PRINGLES_SEASONAL_MEGHAN_SIZMEK_AFTERNOONSNACK_CPV-CONNECTEDTV,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMPR_2021_PRI_Kelloggs_Pringles_Seasonal_Meghan_Sizmek_Afternoon Snack_CPV-Connected TV,Other Channels
MCMMIA_2021_GTM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_AFTERNOONSNACK,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMMIA_2021_GTM_Kelloggs_Pringles_Seasonal_Veranox2_Facebook_Facebook and Instagram_Website Clicks_CPC_Afternoon Snack,Facebook Ads Insights
MCMMIA_2021_CRI_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_AFTERNOONSNACK,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMMIA_2021_CRI_Kelloggs_Pringles_Seasonal_Veranox2_Facebook_Facebook and Instagram_Website Clicks_CPC_Afternoon Snack,Facebook Ads Insights
MCMMIA_2021_PAN_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_AFTERNOONSNACK,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMMIA_2021_PAN_Kelloggs_Pringles_Seasonal_Veranox2_Facebook_Facebook and Instagram_Website Clicks_CPC_Afternoon Snack,Facebook Ads Insights
MCMMIA_2021_DOM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_AFTERNOONSNACK,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMMIA_2021_DOM_Kelloggs_Pringles_Seasonal_Veranox2_Facebook_Facebook and Instagram_Website Clicks_CPC_Afternoon Snack,Facebook Ads Insights
MCMMIA_2021_SLV_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_AFTERNOONSNACK,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMMIA_2021_SLV_Kelloggs_Pringles_Seasonal_Veranox2_Facebook_Facebook and Instagram_Website Clicks_CPC_Afternoon Snack,Facebook Ads Insights
MCMMIA_2021_HND_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_AFTERNOONSNACK,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMMIA_2021_HND_Kelloggs_Pringles_Seasonal_Veranox2_Facebook_Facebook and Instagram_Website Clicks_CPC_Afternoon Snack,Facebook Ads Insights
MCMMIA_2021_NIC_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_AFTERNOONSNACK,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMMIA_2021_NIC_Kelloggs_Pringles_Seasonal_Veranox2_Facebook_Facebook and Instagram_Website Clicks_CPC_Afternoon Snack,Facebook Ads Insights
MCMMIA_2021_PRI_KELLOGGS_PRINGLES_SEASONAL_MEGHAN_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_AFTERNOONSNACK,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMMIA_2021_PRI_Kelloggs_Pringles_Seasonal_Meghan_Facebook_Facebook and Instagram_Website Clicks_CPC_Afternoon Snack,Facebook Ads Insights
MCMMIA_2021_PRI_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_MEGHAN_AFFINITYAUDIENCES_CPM_AFTERNOONSNACK,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMMIA_2021_PRI_Kelloggs_Pringles_Seasonal_Google_Youtube_Meghan_Affinity Audiences_CPM_Afternoon Snack,Google Adwords
MCMPR_2021_PRI_KELLOGGS_PRINGLES_SEASONAL_MEGHAN_SIZMEK_AFTERNOONSNACK_CPM-GFR-BANNERS,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMPR_2021_PRI_Kelloggs_Pringles_Seasonal_Meghan_Sizmek_Afternoon Snack_CPM-GFR-Banners,Other Channels
MCMMIA_2021_GTM_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_ALWAYSON_AFFINITYAUDIENCES_CPV_EVENINGME,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMMIA_2021_GTM_Kelloggs_Pringles_Seasonal_Google_Youtube_Always On_Affinity Audiences_CPV_Evening Me,Google Adwords
MCMMIA_2021_CRI_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_ALWAYSON_AFFINITYAUDIENCES_CPV_EVENINGME,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMMIA_2021_CRI_Kelloggs_Pringles_Seasonal_Google_Youtube_Always On_Affinity Audiences_CPV_Evening Me,Google Adwords
MCMMIA_2021_PAN_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_ALWAYSON_AFFINITYAUDIENCES_CPV_EVENINGME,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMMIA_2021_PAN_Kelloggs_Pringles_Seasonal_Google_Youtube_Always On_Affinity Audiences_CPV_Evening Me,Google Adwords
MCMMIA_2021_DOM_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_ALWAYSON_AFFINITYAUDIENCES_CPV_EVENINGME,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMMIA_2021_DOM_Kelloggs_Pringles_Seasonal_Google_Youtube_Always On_Affinity Audiences_CPV_Evening Me,Google Adwords
MCMMIA_2021_HND_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_ALWAYSON_AFFINITYAUDIENCES_CPV_EVENINGME,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMMIA_2021_HND_Kelloggs_Pringles_Seasonal_Google_Youtube_Always On_Affinity Audiences_CPV_Evening Me,Google Adwords
MCMMIA_2021_NIC_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_ALWAYSON_AFFINITYAUDIENCES_CPV_EVENINGME,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMMIA_2021_NIC_Kelloggs_Pringles_Seasonal_Google_Youtube_Always On_Affinity Audiences_CPV_Evening Me,Google Adwords
MCMMIA_2021_SLV_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_ALWAYSON_AFFINITYAUDIENCES_CPV_EVENINGME,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMMIA_2021_SLV_Kelloggs_Pringles_Seasonal_Google_Youtube_Always On_Affinity Audiences_CPV_Evening Me,Google Adwords
MCMMIA_2021_GTM_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_LOGRANDOMEJORESDIAS-PRESIDENCIA_TWITTER_TWITTER_REACH_CPM_FAMILYBREAKFAST,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMMIA_2021_GTM_Kelloggs_Corporate Affairs_Seasonal_Logrando mejores Dias - Presidencia_Twitter_Twitter_Reach_CPM_Family Breakfast,Twitter
